Age,SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,NewAdditions,DiffSizes,EditDistances,CriticalEditDistances,TangledWMoveandFileRename,Buggycommiit,PotentiallyBuggycommit,RiskyCommit,file,Decision,Detection,result
3057,12#13#12#10#11#11,0.10044190287590027#0.0622343085706234#0.029675520956516266#0.03216823562979698#0.025320081040263176#0.025320081040263176,0.25359866555833205#4.657463311452126E-4#6.646401098285949E-4#2.8353147455414425E-4#2.1192991859613205E-4#2.1192991859613205E-4,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,3#2#2#2#2#2,3.77#3.08#3.04#2.99#2.86#2.86,2#1#1#1#1#1,5#9#8#8#9#9,57.0#95.0#87.0#87.0#91.0#91.0,100.75931549072266#96.54579162597656#98.36824798583984#101.32185363769531#99.54408264160156#99.54408264160156,0#0#0#0#0#0,0#0#0#0#0#0,3#3#3#3#3#3,0#1#4#233#1764#2384,0#10#7#0#2#0,0#16#17#0#3#0,0#320#168#12#36#0,0#302#150#0#32#0,0#3#3#2#93#39,0#0#0#0#0#0,0#0#0#0#0#0,0#1#0#0#0#0,922.json,NotBuggy,NotBuggy,
3242,3#3#3#3,0.4178309440612793#0.8476499319076538#0.8476499319076538#0.8476499319076538,0.7698188966494155#0.9151106614805777#0.9151106614805777#0.9151106614805777,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1.89#1.89#1.89#1.89,0#0#0#0,2#1#1#1,21.0#15.0#15.0#15.0,129.93223571777344#132.086669921875#132.086669921875#132.086669921875,0#0#0#0,0#0#0#0,0#0#0#0,0#164#2865#2865,0#1#0#0,0#2#0#0,0#14#0#0,0#14#0#0,0#2#0#0,0#0#0#0,0#0#0#0,0#0#0#0,260.json,NotBuggy,NotBuggy,
2281,4#4#4#4,0.8583095669746399#0.8583095669746399#0.8583095669746399#0.8583095669746399,0.7844462488744901#0.7844462488744901#0.7844462488744901#0.7844462488744901,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,2.0#2.0#2.0#2.0,0#0#0#0,1#1#1#1,21.0#21.0#21.0#21.0,125.15930938720703#125.15930938720703#125.15930938720703#125.15930938720703,0#0#0#0,0#0#0#0,0#0#0#0,0#1608#1618#1905,0#0#0#0,0#0#0#0,0#0#0#0,0#0#0#0,0#0#2#0,0#0#0#0,0#0#0#0,0#0#0#0,26.json,NotBuggy,NotBuggy,
760,5#5#5#5#5#5,0.014323589392006397#0.014323589392006397#0.015009928494691849#0.015009928494691849#0.015009928494691849#0.015009928494691849,0.07962232702435726#0.07962232702435726#0.06311518330511974#0.06311518330511974#0.06311518330511974#0.06311518330511974,2#2#2#2#2#2,1#1#1#1#1#1,3#3#3#3#3#3,2#2#2#2#2#2,2.99#2.99#2.99#2.99#2.99#2.99,1#1#1#1#1#1,3#3#3#3#3#3,44.0#44.0#45.0#45.0#45.0#45.0,116.80448913574219#116.80448913574219#116.62464904785156#116.62464904785156#116.62464904785156#116.62464904785156,0#0#0#0#0#0,2#2#2#2#2#2,0#0#0#0#0#0,0#31#83#87#88#387,0#0#1#0#0#0,0#0#2#0#0#0,0#0#6#0#0#0,0#0#6#0#0#0,0#43#17#39#0#0,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,839.json,NotBuggy,NotBuggy,
2415,3#3#3#3#3,0.8027470111846924#0.780166506767273#0.780166506767273#0.7925207018852234#0.7033316493034363,0.9542963651582133#0.9686498172667681#0.9686498172667681#0.9817128245044874#0.9553936144118548,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.89#1.89#1.89#1.89#1.89,0#0#0#0#0,0#0#0#0#0,12.0#11.0#11.0#11.0#12.0,133.59722900390625#134.26058959960938#134.26058959960938#134.26058959960938#133.59722900390625,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,0#1640#1742#1755#2065,0#1#0#3#3,0#2#0#6#6,0#7#0#12#21,0#7#0#0#14,0#3#5#7#26,0#0#0#0#0,0#1#0#0#0,0#1#0#0#0,469.json,NotBuggy,NotBuggy,
1134,3#3#3#3#3#3#3,0.9748580455780029#0.9748580455780029#0.9748580455780029#0.9748580455780029#0.9748580455780029#0.9762963652610779#0.971647322177887,0.7890537369290104#0.7890537369290104#0.7890537369290104#0.7890537369290104#0.7890537369290104#0.7841134013250705#0.8002273120073554,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,1#1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0,0#0#0#0#0#0#0,19.0#19.0#19.0#19.0#19.0#19.0#19.0,130.45266723632812#130.45266723632812#130.45266723632812#130.45266723632812#130.45266723632812#130.45266723632812#130.45266723632812,0#0#0#0#0#0#0,1#1#1#1#1#1#1,0#0#0#0#0#0#0,0#461#470#750#750#812#930,0#0#0#0#0#1#1,0#0#0#0#0#2#2,0#0#0#0#0#6#8,0#0#0#0#0#6#8,0#0#3#0#5#24#66,0#0#0#0#0#0#0,0#0#0#0#0#0#1,0#0#0#0#0#0#0,129.json,NotBuggy,NotBuggy,
1293,6#6#6#6,0.03903110697865486#0.03903110697865486#0.040118198841810226#0.040118198841810226,0.015596241368304441#0.015596241368304441#0.015784168070983245#0.015784168070983245,1#1#1#1,1#1#1#1,2#2#2#2,2#2#2#2,2.75#2.75#2.75#2.75,1#1#1#1,4#4#4#4,55.0#55.0#55.0#55.0,112.56766510009766#112.56766510009766#112.56766510009766#112.56766510009766,0#0#0#0,1#1#1#1,0#0#0#0,0#620#1186#1208,0#0#0#0,0#0#0#0,0#0#1#0,0#0#0#0,0#39#43#1,0#0#0#0,0#0#0#0,0#0#0#0,908.json,NotBuggy,NotBuggy,
1521,15#15#17#19#20#16#16#16,0.006944682449102402#0.0070764534175395966#9.638902847655118E-4#1.2130815593991429E-4#1.357795699732378E-4#0.007903384044766426#0.007903384044766426#0.1440473049879074,1.7633992762906164E-6#4.777452156043141E-7#3.4279992018208424E-9#7.192968589383695E-13#6.068334379922747E-13#7.527321309797256E-7#7.527321309797256E-7#0.0037625128698535117,6#7#9#9#9#7#7#4,7#7#9#9#9#7#7#4,13#14#18#18#18#14#14#8,5#5#6#6#6#5#5#5,3.99#3.99#3.88#5.2#5.1#4.0#4.0#3.67,4#4#5#5#5#4#4#2,13#13#16#16#17#14#14#6,126.0#130.0#159.0#191.0#194.0#131.0#131.0#95.0,92.17318725585938#91.8739013671875#88.47672271728516#85.2341537475586#84.32215881347656#90.8211669921875#90.8211669921875#92.75208282470703,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1,1#1#1#1#1#1#1#3,0#81#387#403#539#696#1137#1143,0#1#3#3#1#0#0#16,0#2#4#4#1#4#0#29,0#3#163#255#32#417#0#523,0#3#156#207#28#361#0#515,0#3#26#9#3#3#5#82,0#1#0#0#0#0#0#0,0#1#0#0#0#0#0#0,0#1#1#0#0#0#0#0,84.json,Buggy,Buggy,Buggy
1293,9#9#9#9#9#9#9,0.0#0.0#0.0#0.0#0.0#0.0#0.0,8.222315341414873E-4#8.197540795335565E-4#8.197540795335565E-4#3.301117023174773E-4#3.301117023174773E-4#3.301117023174773E-4#5.605285017052109E-4,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,1#1#1#1#1#1#1,1.66#1.66#1.66#1.66#1.66#1.66#1.66,0#0#0#0#0#0#0,7#7#7#8#8#8#7,81.0#81.0#81.0#89.0#89.0#89.0#88.0,104.15906524658203#104.15906524658203#104.15906524658203#103.8492202758789#103.8492202758789#103.8492202758789#104.04444885253906,0#0#0#0#0#0#0,1#1#1#1#1#1#1,0#0#0#0#0#0#0,0#16#620#959#1186#1208#1221,0#2#0#7#0#0#1,0#4#0#14#0#0#2,0#2#0#132#0#0#11,0#2#0#132#0#0#11,0#16#39#17#43#1#40,0#0#0#0#0#0#0,0#0#0#1#0#0#1,0#0#0#1#0#0#1,898.json,NotBuggy,NotBuggy,
1293,9#9#10,0.8180657029151917#0.8180657029151917#0.9173548221588135,0.4811525168095505#0.4811525168095505#0.6575451622336219,1#1#1,1#1#1,2#2#2,3#3#3,2.95#2.95#2.8,1#1#1,1#1#1,44.0#44.0#45.0,107.05233764648438#107.05233764648438#105.22864532470703,0#0#0,0#0#0,0#0#0,0#621#1231,0#0#4,0#0#6,0#0#14,0#0#8,0#0#1,0#0#0,0#0#0,0#0#0,1075.json,NotBuggy,NotBuggy,
2644,6#7#7,0.3234374523162842#0.3151020109653473#0.19211211800575256,0.14682895992882597#0.12824630690607947#0.13313125543548,2#2#2,1#1#1,3#3#3,2#2#2,2.56#2.4#2.4,1#1#1,4#4#4,45.0#48.0#48.0,113.4996109008789#110.56478881835938#110.61467742919922,0#0#0,1#1#1,0#0#0,0#822#2260,0#2#1,0#3#2,0#27#4,0#23#4,0#6#7,0#0#0,0#0#0,0#0#0,614.json,NotBuggy,NotBuggy,
1293,3#3#3,0.9161076545715332#0.9387786388397217#0.9387786388397217,0.9618993548095719#0.9665548383016535#0.9665548383016535,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,0#0#0,12.0#12.0#12.0,133.59722900390625#133.59722900390625#133.59722900390625,0#0#0,0#0#0,0#0#0,0#533#620,0#1#0,0#2#0,0#5#0,0#5#0,0#28#39,0#0#0,0#0#0,0#0#0,1136.json,NotBuggy,NotBuggy,
3057,11#14#13#11#11#11#11,5.125451134517789E-4#0.0025705303996801376#0.0019143061945214868#0.0019210074096918106#0.0019210074096918106#0.0019210074096918106#0.0014270844403654337,9.118661830445739E-5#3.470285436562366E-5#2.9422220951177385E-5#1.2743019387783467E-5#1.2743019387783467E-5#1.2743019387783467E-5#2.5361903446455048E-5,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,2#2#2#2#2#2#2,3.17#3.09#3.08#3.0#3.0#3.0#3.0,1#1#1#1#1#1#1,9#7#7#7#7#7#6,92.0#108.0#102.0#102.0#102.0#102.0#100.0,99.45256042480469#94.71195220947266#96.1434555053711#98.8497314453125#98.8497314453125#98.8497314453125#99.01897430419922,0#0#0#0#0#0#0,1#1#1#1#1#1#1,5#5#6#6#6#6#6,0#1#4#35#233#2384#2656,0#9#6#2#0#0#5,0#14#14#6#0#0#10,0#309#304#20#0#0#52,0#278#291#8#0#0#52,0#3#3#1#2#39#20,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#1#0#0#0#0#0,925.json,NotBuggy,NotBuggy,
1091,6#9,0.9369364976882935#0.8739602565765381,0.9253910987285817#0.9569010930967116,0#1,0#1,0#2,2#3,3.02#3.6,1#2,1#1,25.0#31.0,117.35027313232422#109.24697875976562,0#0,1#1,0#0,0#418,0#5,0#7,0#57,0#41,0#39,0#0,0#0,0#0,969.json,NotBuggy,NotBuggy,
1293,11#9#9#9#9#9#9,0.06411043554544449#0.09015566855669022#0.10424463450908661#0.10424463450908661#0.10424463450908661#0.1560705155134201#0.1462467610836029,0.3643206753655473#0.26720165324481454#0.3136227635934019#0.3136227635934019#0.3136227635934019#0.22074023647134552#0.1612014545431901,2#2#2#2#2#2#2,2#2#2#2#2#2#2,4#4#4#4#4#4#4,3#3#3#3#3#3#3,2.67#2.67#2.67#2.67#2.67#2.67#2.67,1#1#1#1#1#1#1,6#6#5#5#5#7#7,54.0#52.0#50.0#50.0#50.0#52.0#52.0,102.80291748046875#106.25003051757812#106.4539794921875#106.4539794921875#106.4539794921875#106.18366241455078#106.18366241455078,0#0#0#0#0#0#0,1#1#1#1#1#1#1,1#1#1#1#1#1#1,0#200#493#533#620#922#959,0#2#1#0#0#2#9,0#6#2#0#0#4#18,0#87#27#0#0#11#53,0#71#27#0#0#11#17,0#11#39#28#39#16#17,0#0#0#0#0#0#0,0#1#0#0#0#0#1,0#1#0#0#0#0#1,1051.json,NotBuggy,NotBuggy,
1293,3#3#3#3#3#3#3,0.9030675888061523#0.9030675888061523#0.9030675888061523#0.9030675888061523#0.9030675888061523#0.8580362796783447#0.9363025426864624,0.6755949812047337#0.6755949812047337#0.6755949812047337#0.6755949812047337#0.6755949812047337#0.9251409811887922#0.9267067576986225,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,1#1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0,2#2#2#2#2#1#1,21.0#21.0#21.0#21.0#21.0#13.0#15.0,129.93223571777344#129.93223571777344#129.93223571777344#129.93223571777344#129.93223571777344#133.18099975585938#132.43687438964844,0#0#0#0#0#0#0,1#1#1#1#1#0#1,0#0#0#0#0#0#0,0#629#920#922#998#1228#1230,0#0#0#0#0#2#2,0#0#0#0#0#4#4,0#0#0#0#0#59#30,0#0#0#0#0#59#30,0#5#2#20#7#14#2,0#0#0#0#0#0#0,0#0#0#0#0#1#0,0#0#0#0#0#1#0,553.json,NotBuggy,NotBuggy,
2587,5#5#5#5#5,1.349428202956915E-4#1.7158481932710856E-4#1.7158481932710856E-4#1.7158481932710856E-4#0.0,0.969831399696155#0.9718793939508051#0.9718793939508051#0.9718793939508051#0.9718624692387924,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.96#1.96#1.96#1.96#1.96,0#0#0#0#0,4#4#4#4#6,4.0#4.0#4.0#4.0#4.0,137.48837280273438#137.48837280273438#137.48837280273438#137.48837280273438#137.48837280273438,0#0#0#0#0,1#1#1#1#1,1#1#1#1#1,0#125#1827#1914#2186,0#2#0#0#2,0#4#0#0#4,0#7#0#0#22,0#0#0#0#22,0#5#28#39#20,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1066.json,NotBuggy,NotBuggy,
1134,3#3#3#3#3#3#3,0.9748580455780029#0.9748580455780029#0.9748580455780029#0.9748580455780029#0.9748580455780029#0.9762963652610779#0.971647322177887,0.7890537369290104#0.7890537369290104#0.7890537369290104#0.7890537369290104#0.7890537369290104#0.7841134013250705#0.8002273120073554,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,1#1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0,0#0#0#0#0#0#0,19.0#19.0#19.0#19.0#19.0#19.0#19.0,130.45266723632812#130.45266723632812#130.45266723632812#130.45266723632812#130.45266723632812#130.45266723632812#130.45266723632812,0#0#0#0#0#0#0,1#1#1#1#1#1#1,0#0#0#0#0#0#0,0#461#470#750#750#812#930,0#0#0#0#0#1#1,0#0#0#0#0#2#2,0#0#0#0#0#6#8,0#0#0#0#0#6#8,0#0#3#0#5#24#66,0#0#0#0#0#0#0,0#0#0#0#0#0#1,0#0#0#0#0#0#0,124.json,NotBuggy,NotBuggy,
3242,19#19#19#19#19,0.005357262212783098#0.004203525371849537#0.007893462665379047#0.007893462665379047#0.007893462665379047,3.691565097865418E-7#4.4069823246589115E-8#3.9086124300762944E-7#3.9086124300762944E-7#3.9086124300762944E-7,6#7#7#7#7,5#6#6#6#6,11#13#13#13#13,6#7#7#7#7,3.5#3.5#3.5#3.5#3.5,5#5#5#5#5,19#20#18#18#18,152.0#159.0#149.0#149.0#149.0,87.38086700439453#86.74931335449219#87.1677474975586#87.1677474975586#87.1677474975586,0#0#0#0#0,1#1#1#1#1,3#3#3#3#3,0#17#164#2865#2865,0#1#2#0#0,0#2#4#0#0,0#22#28#0#0,0#22#28#0#0,0#1#2#0#0,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,258.json,NotBuggy,NotBuggy,
1093,6#6#6#6,2.5110476417467E-4#2.5110476417467E-4#2.5110476417467E-4#2.9115131474100053E-4,0.052106636622109924#0.052106636622109924#0.052106636622109924#0.03352979586645445,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1.89#1.89#1.89#1.89,0#0#0#0,4#4#4#4,51.0#51.0#51.0#55.0,113.52389526367188#113.52389526367188#113.52389526367188#113.29411315917969,0#0#0#0,1#1#1#1,0#0#0#0,0#333#420#759,0#0#0#4,0#0#0#8,0#0#0#67,0#0#0#67,0#28#39#17,0#0#0#0,0#0#0#1,0#0#0#1,1049.json,NotBuggy,NotBuggy,
1134,9#9#7#7#7#7#7,0.038013700395822525#0.03602797910571098#0.11998762935400009#0.11998762935400009#0.11998762935400009#0.11998762935400009#0.11998762935400009,0.1906171017540701#0.18434736260943146#0.4481895512591758#0.4481895512591758#0.4481895512591758#0.4481895512591758#0.4481895512591758,2#2#1#1#1#1#1,2#2#1#1#1#1#1,4#4#2#2#2#2#2,3#3#2#2#2#2#2,2.95#2.95#3.02#3.02#3.02#3.02#3.02,2#2#1#1#1#1#1,4#4#2#2#2#2#2,50.0#50.0#38.0#38.0#38.0#38.0#38.0,106.32463073730469#106.32463073730469#112.18234252929688#112.18234252929688#112.18234252929688#112.18234252929688#112.18234252929688,0#0#0#0#0#0#0,1#1#1#1#1#1#1,0#0#0#0#0#0#0,0#1#15#461#470#750#750,0#1#0#0#0#0#0,0#2#2#0#0#0#0,0#16#118#0#0#0#0,0#16#102#0#0#0#0,0#1#4#0#3#0#5,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,65.json,NotBuggy,NotBuggy,
3979,3#3#3#3#3#3#2#2#3#3#4#3#3#6#16#15#17#17#17#17#19#18#12#14#22,0.7355196475982666#0.6382994651794434#0.6382994651794434#0.6382994651794434#0.6382994651794434#0.6102533340454102#0.485919326543808#0.485919326543808#0.6102533340454102#0.4971027672290802#0.28221386671066284#0.400848388671875#0.3802921772003174#0.7275193333625793#0.1806350201368332#0.17186033725738525#0.017546838149428368#0.015544820576906204#0.015544820576906204#0.015544820576906204#0.0783696323633194#0.028978820890188217#0.2689574062824249#0.18253803253173828#0.2413099706172943,0.9072552127095086#0.9045759166992889#0.9045759166992889#0.9045759166992889#0.9045759166992889#0.9071013773933556#0.9504870348044476#0.9504870348044476#0.9071013773933556#0.9018976724854115#0.9393684868510142#0.8246248816325032#0.8486464696260275#0.5941407822943128#0.00774614569971522#0.0030839991127125017#0.013160127499223085#0.011644951889555513#0.011644951889555513#0.011644951889555513#0.06863766407541928#7.012891191629362E-4#0.14337544679025888#0.13234023690640837#0.005809167350230986,0#0#0#0#0#0#0#0#0#0#0#0#0#1#3#3#3#3#3#3#3#3#3#3#1,0#0#0#0#0#0#0#0#0#0#0#0#0#1#3#3#4#4#4#4#4#3#3#3#1,0#0#0#0#0#0#0#0#0#0#0#0#0#2#6#6#7#7#7#7#7#6#6#6#2,1#1#1#1#1#1#1#1#1#1#1#1#1#2#4#4#5#5#5#5#5#4#4#4#2,1.89#1.89#1.89#1.89#1.89#1.89#0.0#0.0#1.89#1.89#2.0#1.89#1.89#2.75#4.66#4.1#3.39#3.39#3.39#3.39#4.41#3.59#2.6#2.53#4.31,0#0#0#0#0#0#0#0#0#0#0#0#0#1#2#2#2#2#2#2#3#3#3#3#1,1#1#1#1#1#1#0#0#1#1#2#1#1#1#6#7#6#7#7#7#7#9#7#9#2,14.0#14.0#14.0#14.0#14.0#14.0#9.0#9.0#14.0#14.0#15.0#16.0#16.0#30.0#78.0#80.0#79.0#80.0#80.0#80.0#85.0#113.0#78.0#84.0#107.0,132.61029052734375#132.61029052734375#132.61029052734375#132.61029052734375#132.61029052734375#132.61029052734375#142.4026641845703#142.4026641845703#132.61029052734375#132.61029052734375#127.77642822265625#131.75106811523438#131.91592407226562#116.21601867675781#93.8514404296875#94.72949981689453#92.64834594726562#92.58293914794922#92.58293914794922#92.58293914794922#90.39057159423828#89.91168975830078#98.75458526611328#95.78520202636719#87.62354278564453,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#1#1#1#1#1#1#5#2#2#1,0#32#422#425#492#493#494#684#742#742#743#933#1002#1735#1740#1740#1742#2863#3306#3596#3783#3802#3852#3895#3907,0#1#0#0#0#1#0#0#1#1#2#1#1#3#11#2#8#1#0#0#19#21#11#3#22,0#2#0#0#0#2#1#0#1#2#3#3#2#3#12#5#14#2#0#0#31#40#26#3#43,0#12#0#0#0#7#30#0#30#7#39#39#12#147#535#101#226#12#0#0#358#993#594#113#932,0#12#0#0#0#7#26#0#26#7#35#35#12#135#463#81#214#12#0#0#95#620#399#104#527,0#4#0#0#0#10#5#7#4#4#4#9#11#1#4#1#1#6#0#1#1#3#2#3#4,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#1#0#0#1#0#0#0#1#0#1#0#0#1#1#0#1#1,0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#1#0#1#0#0#1#1#0#1#1,250.json,NotBuggy,NotBuggy,
1293,3#3#3#3#3,0.6701889038085938#0.6701889038085938#0.6694617867469788#0.6694617867469788#0.6694617867469788,0.8504561233877094#0.8504561233877094#0.8181446264878519#0.8181446264878519#0.8181446264878519,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.89#1.89#1.89#1.89#1.89,0#0#0#0#0,1#1#2#2#2,17.0#17.0#18.0#18.0#18.0,131.28770446777344#131.28770446777344#130.99049377441406#130.99049377441406#130.99049377441406,0#0#0#0#0,1#1#1#1#1,0#0#0#0#0,0#620#922#1186#1208,0#0#1#0#0,0#0#2#0#0,0#0#5#0#0,0#0#5#0#0,0#39#16#43#1,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,899.json,NotBuggy,NotBuggy,
1093,3#3#3#3,0.5993359684944153#0.5993359684944153#0.5993359684944153#0.5529515147209167,0.915813795843924#0.915813795843924#0.915813795843924#0.9230322887740747,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1.89#1.89#1.89#1.89,0#0#0#0,0#0#0#0,16.0#16.0#16.0#16.0,131.75106811523438#131.75106811523438#131.75106811523438#131.75106811523438,0#0#0#0,1#1#1#1,0#0#0#0,0#333#420#692,0#0#0#1,0#0#0#2,0#0#0#6,0#0#0#6,0#28#39#20,0#0#0#0,0#0#0#0,0#0#0#0,1054.json,NotBuggy,NotBuggy,
3239,2#2#3#3#3,0.7713577151298523#0.7713577151298523#0.8607088327407837#0.8607088327407837#0.8607088327407837,0.897936689824008#0.897936689824008#0.8689029559363534#0.8689029559363534#0.8689029559363534,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,0.0#0.0#1.89#1.89#1.89,0#0#0#0#0,0#0#0#0#0,14.0#14.0#17.0#17.0#17.0,139.0139617919922#139.0139617919922#131.03103637695312#131.03103637695312#131.03103637695312,0#0#0#0#0,1#1#1#1#1,0#0#0#0#0,0#154#1417#2566#2855,0#0#2#0#0,0#0#3#0#0,0#0#27#0#0,0#0#23#0#0,0#0#6#0#1,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,8.json,NotBuggy,NotBuggy,
2587,8#8#8#8#9#9#9#9,0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0,7.486050244934022E-6#7.486050244934022E-6#1.2473338070592736E-5#2.5125418125268377E-6#1.2631405573484877E-7#1.2631405573484877E-7#1.2631405573484877E-7#1.4065244696372461E-6,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1,1.73#1.73#1.73#1.73#1.66#1.66#1.66#1.66,0#0#0#0#0#0#0#0,7#7#6#5#6#6#6#6,103.0#103.0#100.0#109.0#127.0#127.0#127.0#115.0,104.6133804321289#104.6133804321289#104.76708221435547#104.31896209716797#101.52593994140625#101.52593994140625#101.52593994140625#102.08627319335938,0#0#0#0#0#0#0#0,2#2#2#2#2#2#2#2,1#1#1#1#1#1#1#1,0#125#1293#1451#1494#1827#1914#2216,0#0#1#5#1#0#0#6,0#0#2#10#1#0#0#12,0#0#12#44#93#0#0#60,0#0#12#44#89#0#0#60,0#5#93#17#6#28#39#20,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,1064.json,NotBuggy,NotBuggy,
782,3#3#3,0.844038724899292#0.844038724899292#0.7672120332717896,0.794786776649124#0.794786776649124#0.9646214102958814,1#1#0,1#1#0,2#2#0,2#2#1,1.89#1.89#1.89,0#0#0,1#1#1,21.0#21.0#15.0,129.58975219726562#129.58975219726562#132.25152587890625,0#0#0,0#0#0,0#0#0,0#109#675,0#0#3,0#0#6,0#0#31,0#0#21,0#39#43,0#0#0,0#0#0,0#0#0,1135.json,NotBuggy,NotBuggy,
782,3#3#3,0.7979755997657776#0.7979755997657776#0.6642488837242126,0.797629568808515#0.797629568808515#0.9642710934208203,1#1#0,1#1#0,2#2#0,2#2#1,1.89#1.89#1.89,0#0#0,1#1#1,21.0#21.0#15.0,129.58975219726562#129.58975219726562#132.25152587890625,0#0#0,0#0#0,0#0#0,0#109#675,0#0#3,0#0#6,0#0#31,0#0#21,0#39#43,0#0#0,0#0#0,0#0#0,1129.json,NotBuggy,NotBuggy,
2644,3#3#3#3,0.20817239582538605#0.20817239582538605#0.20817239582538605#0.20817239582538605,0.480555355272746#0.480555355272746#0.480555355272746#0.480555355272746,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1.89#1.89#1.89#1.89,0#0#0#0,1#1#1#1,24.0#24.0#24.0#24.0,128.92515563964844#128.92515563964844#128.92515563964844#128.92515563964844,0#0#0#0,1#1#1#1,0#0#0#0,0#1971#1981#2260,0#0#0#0,0#0#0#0,0#0#0#0,0#0#0#0,0#0#1#7,0#0#0#0,0#0#0#0,0#0#0#0,620.json,NotBuggy,NotBuggy,
2157,10#12#11#12#11#8#5#5,0.014926476404070854#0.010004722513258457#0.025145798921585083#0.010004722513258457#0.025145798921585083#0.02991856262087822#0.0367538146674633#0.0979837030172348,0.0012379425845975356#4.490101472872526E-4#0.0023342865393082887#4.490101472872526E-4#0.0023342865393082887#0.013777984760865248#0.39428802575846184#0.4943999470442795,0#2#2#2#2#0#0#0,0#1#1#1#1#0#0#0,0#3#3#3#3#0#0#0,2#3#3#3#3#2#2#2,2.8#3.4#3.53#3.4#3.53#2.83#2.99#2.99,1#2#2#2#2#1#1#1,8#9#6#9#6#5#2#2,78.0#87.0#76.0#87.0#76.0#60.0#33.0#31.0,102.12398529052734#98.24932098388672#100.40142059326172#98.24932098388672#100.40142059326172#107.19337463378906#118.51115417480469#118.91511535644531,0#0#0#0#0#0#0#0,2#2#2#2#2#2#2#2,2#2#2#2#2#2#1#1,0#159#1220#1220#1309#1449#1779#2085,0#3#0#1#0#1#3#1,0#4#1#1#1#5#9#2,0#75#50#50#50#117#148#7,0#67#46#46#46#105#137#7,0#5#1#1#1#4#82#17,0#0#0#0#0#0#0#0,0#0#0#0#0#1#0#1,0#0#0#0#0#1#0#1,1342.json,NotBuggy,NotBuggy,
