Age,SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,NewAdditions,DiffSizes,EditDistances,CriticalEditDistances,TangledWMoveandFileRename,Buggycommiit,PotentiallyBuggycommit,RiskyCommit,file,Decision,Detection,result
1293,6#6#6#6#6#7#6#9#13#13#13#13#13,0.4595087766647339#0.46051058173179626#0.8323537111282349#0.5775256156921387#0.8323537111282349#0.6898428201675415#0.8323537111282349#0.7732019424438477#0.6105891466140747#0.6096405386924744#0.5483138561248779#0.5651679635047913#0.6563994884490967,0.3594172621454167#0.35093047286020407#0.6077010077768167#0.32800979658389645#0.6077010077768167#0.46976232405141494#0.6077010077768167#0.7801445618050022#0.3613026718922792#0.3596232135563023#0.35423101624295616#0.36163400638886#0.5047886798863828,0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.81#1.89#3.14#2.98#2.98#2.98#2.98#6.85,0#0#0#0#0#0#0#1#1#1#1#1#1,4#4#4#5#4#5#4#4#8#8#8#8#8,35.0#35.0#30.0#35.0#30.0#35.0#30.0#34.0#58.0#58.0#58.0#58.0#58.0,115.4073257446289#115.4073257446289#116.4460220336914#115.4073257446289#116.4460220336914#112.98433685302734#116.4460220336914#109.06377410888672#99.83218383789062#99.83218383789062#99.83218383789062#99.83218383789062#99.83218383789062,0#0#0#0#0#0#0#0#0#0#0#0#0,2#2#1#1#1#1#1#1#1#1#1#1#1,1#1#1#1#1#1#1#1#2#2#2#2#2,0#89#89#268#268#620#817#944#944#971#1011#1090#1235,0#1#2#1#1#1#0#7#7#1#3#1#2,0#2#4#2#2#1#1#11#7#2#6#2#3,0#5#27#27#27#41#41#60#249#12#16#8#37,0#5#27#27#27#37#37#48#230#12#16#8#0,0#1#1#1#1#39#18#12#53#36#4#66#11,0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#1#0,0#0#0#0#0#0#0#0#0#0#0#0#0,1137.json,NotBuggy,NotBuggy,
782,3#3#3,0.47403082251548767#0.47403082251548767#0.47403082251548767,0.862769696386525#0.862769696386525#0.862769696386525,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,1#1#1,17.0#17.0#17.0,131.43582153320312#131.43582153320312#131.43582153320312,0#0#0,1#1#1,0#0#0,0#109#500,0#0#0,0#0#0,0#0#0,0#0#0,0#39#4,0#0#0,0#0#0,0#0#0,1264.json,NotBuggy,NotBuggy,
1135,6#6#6#6#6#6,0.5553566217422485#0.5553566217422485#0.5553566217422485#0.5553566217422485#0.5553566217422485#0.5553566217422485,0.01271812237575707#0.01271812237575707#0.01271812237575707#0.01271812237575707#0.01271812237575707#0.01271812237575707,3#3#3#3#3#3,3#3#3#3#3#3,6#6#6#6#6#6,3#3#3#3#3#3,1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0,3#3#3#3#3#3,58.0#58.0#58.0#58.0#58.0#58.0,111.949951171875#111.949951171875#111.949951171875#111.949951171875#111.949951171875#111.949951171875,0#0#0#0#0#0,1#1#1#1#1#1,1#1#1#1#1#1,0#1#462#471#751#751,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,0#26#0#3#0#5,0#0#0#0#0#0,0#0#0#0#0#0,0#1#0#0#0#0,134.json,NotBuggy,NotBuggy,
1293,3#3#3,0.7673048973083496#0.7673048973083496#0.7673048973083496,0.9136134194238816#0.9136134194238816#0.9136134194238816,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,0#0#0,15.0#15.0#15.0,131.9385528564453#131.9385528564453#131.9385528564453,0#0#0,0#0#0,0#0#0,0#616#620,0#0#0,0#0#0,0#0#0,0#0#0,0#17#39,0#0#0,0#0#0,0#0#0,1084.json,NotBuggy,NotBuggy,
2498,3#3,0.8476499319076538#0.8476499319076538,0.9151106614805777#0.9151106614805777,0#0,0#0,0#0,1#1,1.89#1.89,0#0,1#1,15.0#15.0,132.086669921875#132.086669921875,0#0,0#0,0#0,0#2121,0#0,0#0,0#0,0#0,0#0,0#0,0#0,0#0,296.json,NotBuggy,NotBuggy,
3093,3#3#3#3#3,0.07568904757499695#0.07619203627109528#0.07619203627109528#0.08195476979017258#0.08195476979017258,0.5847235244527703#0.5909201539810586#0.5909201539810586#0.5237024621287599#0.5237024621287599,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.89#1.89#1.89#1.89#1.89,0#0#0#0#0,2#2#2#2#2,27.0#27.0#27.0#28.0#28.0,128.62539672851562#128.62539672851562#128.62539672851562#128.3238067626953#128.3238067626953,0#0#0#0#0,1#1#1#1#1,0#0#0#0#0,0#267#1158#2311#2420,0#1#0#1#0,0#2#0#2#0,0#14#0#6#0,0#14#0#6#0,0#1#3#65#5,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1535.json,NotBuggy,NotBuggy,
2644,12#12#12,0.74892657995224#0.74892657995224#0.74892657995224,0.9796672024086887#0.9796672024086887#0.9796672024086887,0#0#0,0#0#0,0#0#0,1#1#1,3.77#3.77#3.77,1#1#1,0#0#0,40.0#40.0#40.0,103.7210922241211#103.7210922241211#103.7210922241211,0#0#0,0#0#0,0#0#0,0#1971#1981,0#0#0,0#0#0,0#0#0,0#0#0,0#0#1,0#0#0,0#0#0,0#0#0,625.json,NotBuggy,NotBuggy,
3186,5#5#5#6#6#6#7#8#8#8#8#8#8#8#6#6#5#5#6#7#6,0.04814183712005615#0.05371106415987015#0.05924244597554207#0.06950259953737259#0.20968611538410187#0.35148295760154724#0.4585229754447937#0.5538680553436279#0.5416044592857361#0.4734894633293152#0.47902029752731323#0.15324845910072327#0.047275882214307785#0.04769685119390488#0.31251826882362366#0.31026771664619446#0.3636738359928131#0.3636738359928131#0.32730165123939514#0.28897854685783386#0.32730165123939514,0.36977013513028684#0.3570587754624095#0.34675872356866855#0.2496981265686473#0.5952320297542417#0.8466024085440005#0.7631979187704729#0.5704480867330399#0.5575696007913731#0.4010483156380125#0.4050484211550427#0.10009479914866352#0.038318436781323094#0.03844236471591141#0.8356443767341988#0.8359926108652058#0.894544692194499#0.894544692194499#0.8196486248405822#0.6958845005314741#0.8196486248405822,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2,2.99#2.99#2.99#2.75#2.75#2.75#2.56#2.27#2.27#2.27#2.27#2.27#2.27#2.27#2.56#2.56#2.99#2.99#2.75#2.56#2.75,1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1,1#1#1#2#2#2#2#2#2#2#2#2#2#2#2#2#1#1#2#3#2,33.0#33.0#33.0#38.0#32.0#27.0#31.0#38.0#38.0#41.0#41.0#49.0#54.0#54.0#27.0#27.0#22.0#22.0#27.0#32.0#27.0,118.3667984008789#118.3667984008789#118.3667984008789#114.55023956298828#115.71755981445312#116.9500732421875#113.46426391601562#110.01913452148438#110.01913452148438#109.49465942382812#109.49465942382812#108.24650573730469#107.65107727050781#107.65107727050781#116.9500732421875#116.9500732421875#121.18495178222656#121.18495178222656#116.9500732421875#113.3831787109375#116.9500732421875,0#0#0#0#0#0#0#1#1#1#1#1#1#1#0#0#0#0#0#0#0,2#2#2#2#1#0#0#0#0#1#1#2#3#3#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1,0#5#39#57#79#96#96#96#98#128#362#547#860#953#1892#2417#2426#2513#2710#2837#2837,0#2#1#1#1#2#1#2#1#2#1#2#2#2#3#1#0#0#1#1#0,0#4#2#1#2#4#1#2#2#4#2#4#4#4#8#2#2#0#1#1#1,0#6#7#25#24#27#30#162#14#25#6#21#35#29#315#1#175#0#31#37#37,0#6#7#21#24#27#26#47#14#25#6#21#35#29#190#0#33#0#27#33#33,0#5#4#5#19#2#1#1#2#1#2#1#1#1#93#1#28#39#18#8#53,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0,1140.json,NotBuggy,NotBuggy,
1293,14#14#14,0.11104586720466614#0.11104586720466614#0.1105230525135994,0.006056895882766511#0.006056895882766511#0.005292938327516357,2#2#2,2#2#2,4#4#4,4#4#4,3.89#3.89#3.89,2#2#2,7#7#7,78.0#78.0#78.0,96.213134765625#96.213134765625#96.17056274414062,0#0#0,1#1#1,3#3#3,0#620#916,0#0#0,0#0#0,0#0#4,0#0#4,0#39#0,0#0#0,0#0#0,0#0#0,797.json,NotBuggy,NotBuggy,
778,3#4#4,0.08367578685283661#0.008194239810109138#0.009529616683721542,0.6673209907358356#0.3916605965171695#0.23548328128880866,0#0#0,0#0#0,0#0#0,1#1#1,1.89#2.0#2.0,0#0#0,1#2#3,21.0#31.0#34.0,129.93223571777344#123.03022766113281#122.36370849609375,0#0#0,1#1#1,0#0#0,0#105#449,0#2#2,0#3#4,0#82#41,0#78#41,0#39#7,0#0#0,0#0#1,0#0#1,921.json,NotBuggy,NotBuggy,
782,3#3#3,0.7979755997657776#0.7979755997657776#0.6642488837242126,0.797629568808515#0.797629568808515#0.9642710934208203,1#1#0,1#1#0,2#2#0,2#2#1,1.89#1.89#1.89,0#0#0,1#1#1,21.0#21.0#15.0,129.58975219726562#129.58975219726562#132.25152587890625,0#0#0,0#0#0,0#0#0,0#109#675,0#0#3,0#0#6,0#0#31,0#0#21,0#39#43,0#0#0,0#0#0,0#0#0,1134.json,NotBuggy,NotBuggy,
1997,7#7#4#4#4#3,0.2544267177581787#0.6150014996528625#0.7233918309211731#0.3474324941635132#0.3474324941635132#0.08899238705635071,0.23556231318631607#0.5448560424176282#0.5208800392789469#0.226816604766337#0.226816604766337#0.6138462960599319,3#2#0#0#0#0,2#1#0#0#0#0,5#3#0#0#0#0,2#2#1#1#1#1,2.56#2.56#2.0#2.0#2.0#1.89,1#1#0#0#0#0,3#2#2#3#3#2,43.0#36.0#28.0#35.0#35.0#24.0,111.53955078125#112.53359985351562#123.37332153320312#122.12896728515625#122.12896728515625#129.49453735351562,0#0#0#0#0#0,1#1#1#1#1#0,1#1#1#1#1#0,0#704#862#1289#1324#1332,0#1#1#1#0#1,0#2#5#2#0#3,0#48#66#69#0#79,0#48#54#69#0#75,0#93#6#4#39#10,0#0#0#0#0#0,0#0#0#1#0#0,0#0#0#1#0#0,1371.json,NotBuggy,NotBuggy,
2587,3#3#3#3#3#3#3#3#4,0.06658723205327988#0.13877838850021362#0.1127205640077591#0.1127205640077591#0.6433306932449341#0.6331650614738464#0.6331650614738464#0.6331650614738464#0.495545893907547,0.6631408055814512#0.7874933417829357#0.7892778478271087#0.7892778478271087#0.898862031992315#0.9432475981769132#0.9432475981769132#0.9432475981769132#0.923469030994462,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89#2.0,0#0#0#0#0#0#0#0#0,2#1#1#1#1#1#1#1#2,24.0#21.0#21.0#21.0#17.0#15.0#15.0#15.0#20.0,129.2378692626953#130.05470275878906#130.05470275878906#130.05470275878906#131.43582153320312#132.25152587890625#132.25152587890625#132.25152587890625#125.9302749633789,0#0#0#0#0#0#0#0#0,1#1#1#1#1#0#0#0#0,0#0#0#0#0#0#0#0#0,0#7#125#589#1593#1809#1827#1914#2316,0#1#2#0#1#2#0#0#1,0#2#4#0#2#4#0#0#1,0#20#10#0#17#21#0#0#23,0#20#10#0#17#21#0#0#19,0#2#5#2#10#19#28#39#12,0#0#0#0#0#0#0#0#0,0#1#0#0#0#0#0#0#0,0#1#0#0#0#0#0#0#0,940.json,NotBuggy,NotBuggy,
2547,11#3#3#5#5,0.07530870288610458#0.23993541300296783#0.23993541300296783#0.0537317730486393#0.5105277895927429,0.003785665553546484#0.38788190500196185#0.38788190500196185#0.01568311040758092#0.04339346668562404,1#0#0#0#0,2#0#0#0#0,3#0#0#0#0,5#1#1#1#1,2.41#1.89#1.89#1.96#1.96,1#0#0#0#0,5#2#2#5#3,76.0#27.0#27.0#50.0#44.0,100.0692367553711#128.31268310546875#128.31268310546875#116.08325958251953#116.80007934570312,0#0#0#0#0,0#1#1#1#1,4#0#0#1#2,0#1452#1874#2146#2261,0#2#0#1#5,0#12#0#2#10,0#393#0#189#138,0#329#0#173#124,0#1#39#20#4,0#0#0#0#1,0#0#0#0#1,0#0#0#0#1,1013.json,Buggy,Buggy,Buggy
1997,7#7#7#8#8#8#8#8#6,0.002197802998125553#0.003084337105974555#5.980281275697052E-4#1.0384555207565427E-4#1.860252523329109E-4#1.860252523329109E-4#1.860252523329109E-4#8.679229649715126E-4#1.869855768745765E-4,0.06517251266791847#0.11209958252574762#0.02791562027550647#0.004606513467479303#0.008193967054376548#0.008193967054376548#0.008193967054376548#0.03760286429593139#0.03732643663531266,1#1#1#1#1#1#1#1#0,1#1#1#1#1#1#1#1#0,2#2#2#2#2#2#2#2#0,2#2#2#2#2#2#2#2#1,3.02#3.02#3.02#2.83#2.83#2.83#2.83#2.83#1.89,1#1#1#1#1#1#1#1#0,4#3#3#4#4#4#4#4#4,50.0#47.0#55.0#67.0#64.0#64.0#64.0#56.0#51.0,110.68890380859375#111.07701873779297#110.19329071044922#106.88094329833984#107.17904663085938#107.17904663085938#107.17904663085938#107.93638610839844#113.44964599609375,0#0#0#0#0#0#0#0#0,2#2#2#2#1#1#1#1#1,0#0#0#0#0#0#0#0#0,0#704#861#904#1219#1237#1324#1626#1932,0#1#3#1#2#0#0#4#2,0#2#6#1#4#0#0#8#6,0#12#22#72#20#0#0#40#40,0#12#22#68#20#0#0#40#32,0#93#17#6#19#28#39#20#14,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#1,0#0#0#0#0#0#0#0#1,1067.json,NotBuggy,NotBuggy,
2510,3#3#3#3,0.7593644261360168#0.7593644261360168#0.7593644261360168#0.5402772426605225,0.8329894601115694#0.8329894601115694#0.8329894601115694#0.7083776860802659,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1.89#1.89#1.89#1.89,0#0#0#0,0#0#0#0,17.0#17.0#17.0#20.0,131.28770446777344#131.28770446777344#131.28770446777344#130.07347106933594,0#0#0#0,1#1#1#1,0#0#0#0,0#7#2132#2334,0#0#0#1,0#0#0#2,0#0#0#3,0#0#0#3,0#7#82#24,0#0#0#0,0#0#0#0,0#0#0#1,1338.json,NotBuggy,NotBuggy,
1293,3#3#3#3,0.8927819728851318#0.8927819728851318#0.8927819728851318#0.8927819728851318,0.963833961814801#0.963833961814801#0.963833961814801#0.963833961814801,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1.89#1.89#1.89#1.89,0#0#0#0,0#0#0#0,12.0#12.0#12.0#12.0,133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625,0#0#0#0,0#0#0#0,0#0#0#0,0#629#920#998,0#0#0#0,0#0#0#0,0#0#0#0,0#0#0#0,0#5#2#7,0#0#0#0,0#0#0#0,0#0#0#0,596.json,NotBuggy,NotBuggy,
1277,19#19#22#24#22#19#23#24#24#24#26,0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0,1.982823929040199E-8#1.97186888680782E-8#3.2249073487012985E-9#1.2590646322574918E-9#3.2249073487012985E-9#1.97186888680782E-8#1.3390689205470135E-8#5.7730018710368255E-9#5.7730018710368255E-9#1.4633084577746487E-8#7.969277481331389E-8,4#4#5#5#5#4#5#4#4#4#4,3#3#5#6#5#3#4#4#4#4#4,7#7#10#11#10#7#9#8#8#8#8,5#5#6#6#6#5#6#6#6#6#6,3.56#3.56#4.31#4.5#4.31#3.56#4.07#4.07#4.07#4.07#4.12,2#2#3#3#3#2#3#3#3#3#3,19#19#19#20#19#19#19#19#19#18#18,160.0#160.0#173.0#184.0#173.0#160.0#174.0#180.0#180.0#175.0#175.0,86.96467590332031#86.96467590332031#83.83194732666016#82.07345581054688#83.83194732666016#86.96467590332031#83.14092254638672#82.24523162841797#82.24523162841797#82.3917236328125#81.09503173828125,0#0#0#0#0#0#0#0#0#0#0,5#5#5#5#5#5#5#5#5#5#5,5#5#6#6#6#5#6#7#7#7#7,0#142#219#220#226#226#228#495#604#906#1219,0#1#6#5#2#3#11#7#0#1#7,0#2#9#7#7#9#16#13#0#2#10,0#6#263#91#91#263#363#142#0#19#52,0#6#145#82#82#145#193#115#0#19#0,0#6#1#1#1#1#1#65#39#6#11,0#0#0#0#0#0#0#0#0#0#0,0#0#1#1#1#1#1#0#0#0#0,0#0#1#1#1#1#1#0#0#0#0,961.json,NotBuggy,NotBuggy,
2281,10#10#10#10#10,0.05823224410414696#0.06070500239729881#0.01024103257805109#0.01024103257805109#0.01024103257805109,0.0910094006612978#0.09130091569327448#0.01197072479194515#0.01197072479194515#0.01197072479194515,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,2#2#2#2#2,5.38#5.38#5.38#5.38#5.38,1#1#1#1#1,3#3#5#5#5,53.0#53.0#63.0#63.0#63.0,104.2713851928711#104.2713851928711#103.19200134277344#103.19200134277344#103.19200134277344,0#0#0#0#0,1#1#1#1#1,1#1#1#1#1,0#463#851#1608#1621,0#1#1#0#0,0#2#2#0#0,0#2#54#0#0,0#2#54#0#0,0#2#1#0#0,0#0#0#0#0,0#0#0#0#0,0#0#1#0#0,12.json,NotBuggy,NotBuggy,
1293,3#3#3#3#3#3#3,1.6776809934526682E-4#0.0#0.0#0.0#1.2935555423609912E-4#1.2551044346764684E-4#0.006328292656689882,0.13854488289033293#0.1402110232543707#0.1402110232543707#0.123149039575875#0.19349596209773523#0.2116198986324432#0.2078477161457432,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,1#1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0,2#2#2#2#2#2#2,35.0#35.0#35.0#35.0#31.0#31.0#31.0,126.63631439208984#126.63631439208984#126.63631439208984#126.63631439208984#127.34163665771484#127.34163665771484#127.34163665771484,0#0#0#0#0#0#0,2#2#2#2#1#1#1,0#0#0#0#0#0#0,0#493#620#922#944#945#971,0#2#0#1#2#2#2,0#4#0#2#4#4#4,0#19#0#5#65#10#38,0#19#0#5#65#10#38,0#39#39#16#53#2#36,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,1143.json,NotBuggy,NotBuggy,
2281,8#8#8#8#8#8,0.4037178158760071#0.460922509431839#0.460922509431839#0.44819340109825134#0.44819340109825134#0.42049965262413025,0.585114867440949#0.5940492016719682#0.5940492016719682#0.6542050999985403#0.6542050999985403#0.654511650142743,1#1#1#1#1#1,1#1#1#1#1#1,2#2#2#2#2#2,2#2#2#2#2#2,2.83#2.83#2.83#2.83#2.83#2.83,1#1#1#1#1#1,3#3#3#3#3#3,34.0#34.0#34.0#33.0#33.0#33.0,110.74185943603516#110.74185943603516#110.74185943603516#110.9759521484375#110.9759521484375#110.9759521484375,0#0#0#0#0#0,0#0#0#0#0#0,1#1#1#1#1#1,0#463#1608#1618#1621#1909,0#1#0#1#0#1,0#2#0#2#0#2,0#17#0#7#0#9,0#17#0#7#0#9,0#2#0#2#0#10,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,10.json,NotBuggy,NotBuggy,
2547,5#5#5,0.0033789430744946003#0.0033789430744946003#0.010502355173230171,0.15494400455723076#0.15494400455723076#0.2356100532490306,0#0#0,0#0#0,0#0#0,1#1#1,1.96#1.96#1.96,0#0#0,2#2#2,41.0#41.0#39.0,117.40169525146484#117.40169525146484#117.79822540283203,0#0#0,4#4#3,1#1#1,0#1874#2261,0#0#2,0#0#4,0#0#47,0#0#47,0#39#4,0#0#1,0#0#1,0#0#1,1022.json,Buggy,NotBuggy,NotBuggy
1277,12#12#15#15#15#15#15,6.020521395839751E-4#6.175779853947461E-4#0.0#0.0#0.0#0.0#0.0,8.352558486437623E-7#8.352933313931869E-7#2.6064078259253525E-9#5.6249278897825006E-9#5.6249278897825006E-9#5.6249278897825006E-9#3.2213073265355E-9,2#2#2#2#2#2#2,2#2#2#2#2#2#2,4#4#4#4#4#4#4,3#3#3#3#3#3#3,2.98#2.98#2.87#2.87#2.87#2.87#2.87,1#1#1#1#1#1#1,10#10#15#15#15#15#16,116.0#116.0#153.0#148.0#148.0#148.0#151.0,96.54133605957031#96.54133605957031#91.42432403564453#91.5671615600586#91.5671615600586#91.5671615600586#91.46281433105469,0#0#0#0#0#0#0,1#1#1#1#1#1#1,3#3#3#3#3#3#3,0#283#604#906#1170#1192#1212,0#1#3#1#0#0#1,0#2#3#2#0#0#2,0#1#200#14#0#0#14,0#1#188#14#0#0#14,0#10#39#11#43#1#67,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,903.json,NotBuggy,NotBuggy,
2030,3#3#3#3#3,0.9148455262184143#0.9148455262184143#0.9148455262184143#0.9148455262184143#0.9148455262184143,0.9715767354935421#0.9715767354935421#0.9715767354935421#0.9715767354935421#0.9715767354935421,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.89#1.89#1.89#1.89#1.89,0#0#0#0#0,0#0#0#0#0,12.0#12.0#12.0#12.0#12.0,133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,0#959#1357#1370#1481,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,0#12#2#7#37,0#0#0#0#0,0#1#0#0#0,0#1#0#0#0,388.json,NotBuggy,NotBuggy,
1938,2#2#8#8#8#7,0.0473635271191597#0.8373734354972839#0.0#0.0#0.0#0.0,0.83880841279688#0.9115710244482166#0.0035392192231246985#0.0035392192231246985#0.0014361905130611567#0.008992627821557167,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,1#1#1#1#1#1,0.0#0.0#1.73#1.73#1.73#1.81,0#0#0#0#0#0,0#0#6#6#7#5,14.0#11.0#71.0#71.0#78.0#66.0,139.0139617919922#140.82913208007812#106.86930084228516#106.86930084228516#106.50969696044922#109.7647933959961,0#0#0#0#0#0,2#1#1#1#1#1,0#0#0#0#0#0,0#644#660#1265#1604#1734,0#1#6#0#6#2,0#2#6#0#12#5,0#36#484#0#117#162,0#36#460#0#117#158,0#93#16#39#17#66,0#0#0#0#0#0,0#0#0#0#1#1,0#0#0#0#1#0,946.json,NotBuggy,NotBuggy,
2587,10#10#11#11#11#11,0.07123372703790665#0.06481262296438217#0.014065826311707497#0.03970351442694664#0.03830403462052345#0.03830403462052345,0.43867783019738044#0.45484318748572183#0.14725362667452474#0.3553822348900903#0.42461062615007494#0.42461062615007494,1#1#1#1#1#1,1#1#1#1#1#1,2#2#2#2#2#2,2#2#2#2#2#2,2.99#2.99#2.86#2.86#2.86#2.86,1#1#1#1#1#1,6#6#7#7#7#7,48.0#48.0#57.0#52.0#51.0#51.0,105.25951385498047#105.25951385498047#102.56253051757812#103.22916412353516#103.4002456665039#103.4002456665039,0#0#0#0#0#0,1#1#2#1#1#1,0#0#0#0#0#0,0#125#589#1809#1827#1914,0#1#2#2#1#0,0#2#3#4#2#0,0#5#70#28#7#0,0#5#66#28#7#0,0#5#5#19#28#39,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,1061.json,NotBuggy,NotBuggy,
2157,3#6#4#6#6#6,0.7064514756202698#0.5387910008430481#0.6524699330329895#0.2917371094226837#0.13495801389217377#0.13495801389217377,0.87785365108925#0.7702569980087044#0.8037449586559989#0.6804454984043495#0.3878040099978843#0.3878040099978843,0#1#0#0#0#0,0#1#0#0#0#0,0#2#0#0#0#0,1#2#1#1#1#1,1.89#2.75#2.0#1.89#1.89#1.89,0#1#0#0#0#0,1#2#2#4#4#4,17.0#28.0#21.0#29.0#35.0#35.0,131.28770446777344#116.7609634399414#125.39425659179688#116.912353515625#115.56043243408203#115.56043243408203,0#0#0#0#0#0,1#1#1#1#2#2,0#0#0#0#0#0,0#863#1163#1379#1397#1484,0#3#2#4#1#0,0#3#6#6#2#0,0#102#65#117#28#0,0#90#57#109#28#0,0#93#10#19#28#39,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,889.json,NotBuggy,NotBuggy,
2480,3#3#3#4#4,0.10719886422157288#0.10719886422157288#0.7403054237365723#0.008787304162979126#0.009451637044548988,0.6344401430130395#0.6344401430130395#0.80676006533955#0.2827889971940546#0.3341176953829815,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.89#1.89#1.89#2.0#2.0,0#0#0#0#0,1#1#0#2#2,22.0#22.0#18.0#31.0#31.0,129.37762451171875#129.37762451171875#130.7338104248047#122.53683471679688#122.53683471679688,0#0#0#0#0,1#1#1#1#1,0#0#0#0#0,0#1807#1807#2153#2250,0#0#1#3#4,0#0#2#5#8,0#0#15#65#16,0#0#15#61#0,0#39#6#4#102,0#0#0#0#0,0#0#0#0#1,0#0#0#0#1,750.json,NotBuggy,NotBuggy,
782,3#3#3#3#3#3#3#3#3,0.013793522492051125#0.013794602826237679#0.013794602826237679#0.013794602826237679#0.04040832072496414#0.12338979542255402#0.5339275002479553#0.940879762172699#0.940879762172699,0.2875529187320116#0.29839922329862384#0.29839922329862384#0.29839922329862384#0.6683219177245551#0.7708178647919701#0.9114953589799066#0.9759449842025902#0.9759449842025902,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0#0#0,5#5#5#5#3#3#2#0#0,33.0#33.0#33.0#33.0#24.0#22.0#16.0#12.0#12.0,127.17938995361328#127.17938995361328#127.17938995361328#127.17938995361328#129.2378692626953#129.81280517578125#131.91592407226562#133.59722900390625#133.59722900390625,0#0#0#0#0#0#0#0#0,1#1#1#1#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#103#105#109#460#502#552#556#578,0#1#0#0#2#1#1#1#0,0#2#0#0#4#2#2#2#0,0#6#0#0#63#12#16#25#0,0#6#0#0#63#12#16#25#0,0#20#17#39#36#20#102#85#62,0#0#0#0#0#0#0#0#0,0#0#0#0#0#1#1#1#0,0#0#0#0#0#0#1#1#0,189.json,NotBuggy,NotBuggy,
