Age,SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,NewAdditions,DiffSizes,EditDistances,CriticalEditDistances,TangledWMoveandFileRename,Buggycommiit,PotentiallyBuggycommit,RiskyCommit,file,Decision,Detection,result
2675,3#3#3,0.21780924499034882#0.21867172420024872#0.21867172420024872,0.6346081736834606#0.48908305878748043#0.48908305878748043,0#0#0,0#0#0,0#0#0,1#1#1,2.49#3.77#3.77,0#0#0,1#1#1,23.0#23.0#23.0,129.58164978027344#129.58164978027344#129.58164978027344,0#0#0,2#2#2,0#0#0,0#74#734,0#3#0,0#6#0,0#21#0,0#6#0,0#316#1,0#0#0,0#0#0,0#0#0,9702.json,NotBuggy,NotBuggy,
889,3,0.18793904781341553,0.9518003965085865,0,0,0,1,1.89,0,0,12.0,133.59722900390625,0,0,0,0,0,0,0,0,0,0,0,0,8035.json,NotBuggy,NotBuggy,
4842,4#4#4#4#4,0.15307220816612244#0.15307220816612244#0.15307220816612244#0.15307220816612244#0.2805616557598114,0.39860917758372133#0.39860917758372133#0.39860917758372133#0.39860917758372133#0.6394227015098746,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,4.0#4.0#4.0#4.0#2.0,0#0#0#0#0,2#2#2#2#2,29.0#29.0#29.0#29.0#27.0,123.19084167480469#123.19084167480469#123.19084167480469#123.19084167480469#123.56243133544922,0#0#0#0#0,2#2#2#2#2,0#0#0#0#0,0#575#1853#2901#4154,0#0#0#0#1,0#0#0#0#2,0#0#0#0#51,0#0#0#0#21,0#0#0#6#147,0#0#0#0#0,0#0#0#0#1,0#0#0#0#1,8257.json,NotBuggy,NotBuggy,
6193,3#3#3#3#3#3#3#3,0.8559013605117798#0.86281418800354#0.86281418800354#0.86281418800354#0.6486439108848572#0.6486439108848572#0.6486439108848572#0.6486439108848572,0.9378218922566002#0.9398960269697129#0.9398960269697129#0.9398960269697129#0.9444863771172819#0.9444863771172819#0.9444863771172819#0.9444863771172819,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,12.0#12.0#12.0#12.0#12.0#12.0#12.0#12.0,133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,0#671#1877#1877#1963#3204#4251#5375,0#0#0#0#1#0#0#0,0#0#0#0#2#0#0#0,0#1#0#0#3#0#0#0,0#0#0#0#3#0#0#0,0#0#0#12#73#0#6#0,0#0#0#0#0#0#0#0,0#0#1#0#0#0#0#0,0#0#0#0#0#0#0#0,9142.json,NotBuggy,NotBuggy,
929,4#4,0.043658215552568436#0.09076982736587524,0.3440862718614763#0.5005067423100483,0#0,0#0,0#0,1#1,3.32#3.32,0#0,3#2,29.0#25.0,123.28064727783203#124.1488037109375,0#0,0#0,0#0,0#8,0#2,0#4,0#17,0#17,0#8,0#0,0#0,0#0,7150.json,NotBuggy,NotBuggy,
3072,10#10#10#11,0.0596039704978466#0.0596039704978466#0.0596039704978466#0.056846946477890015,0.2736559545637784#0.2736559545637784#0.2736559545637784#0.3867735983224176,2#2#2#2,1#1#1#1,3#3#3#3,3#3#3#3,4.08#4.08#4.08#3.95,2#2#2#2,2#2#2#2,51.0#51.0#51.0#51.0,104.39786529541016#104.39786529541016#104.39786529541016#102.85383605957031,0#0#0#0,2#2#2#2,2#2#2#2,0#83#1131#2255,0#0#0#0,0#0#0#0,0#0#0#16,0#0#0#0,0#0#6#0,0#0#0#0,0#0#0#0,0#0#0#0,9006.json,NotBuggy,NotBuggy,
5103,3#3#3#3#3,0.1876171976327896#0.1795877367258072#0.1795877367258072#0.1795877367258072#0.1795877367258072,0.5941592429544169#0.6748431511749655#0.6748431511749655#0.6748431511749655#0.6748431511749655,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,0.0#1.89#1.89#1.89#1.89,0#0#0#0#0,1#1#1#1#1,23.0#23.0#23.0#23.0#23.0,129.58164978027344#129.58164978027344#129.58164978027344#129.58164978027344#129.58164978027344,0#0#0#0#0,2#2#2#2#2,0#0#0#0#0,0#786#787#2114#3161,0#1#0#0#0,0#2#0#0#0,0#13#0#0#0,0#5#0#0#0,0#499#74#0#0,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,6081.json,NotBuggy,NotBuggy,
4077,8#8#8#8,0.749841570854187#0.749841570854187#0.7153182625770569#0.7153182625770569,0.7380511245481927#0.7380511245481927#0.7274276038481918#0.7274276038481918,2#2#2#2,1#1#1#1,3#3#3#3,2#2#2#2,3.12#3.12#3.12#3.12,1#1#1#1,2#2#2#2,32.0#32.0#32.0#32.0,111.1359634399414#111.1359634399414#111.1359634399414#111.1359634399414,0#0#0#0,1#1#1#1,0#0#0#0,0#1088#1355#2135,0#0#1#0,0#0#2#0,0#0#8#0,0#0#8#0,0#0#10#0,0#0#0#0,0#0#0#0,0#0#0#0,5663.json,NotBuggy,NotBuggy,
4853,7#9#9#9#9,0.11879795044660568#0.10863795876502991#0.10610877722501755#0.10943086445331573#0.10943086445331573,0.052511656932765424#0.10939072536819157#0.13733852469709926#0.16107315856989346#0.16107315856989346,2#2#2#2#2,2#2#2#2#2,4#4#4#4#4,3#3#3#3#3,6.05#3.77#3.77#4.39#4.39,1#2#2#2#2,1#1#1#1#1,52.0#53.0#52.0#52.0#52.0,110.5445327758789#106.37419128417969#106.55724334716797#106.55724334716797#106.55724334716797,0#0#0#0#0,2#2#2#2#2,0#0#0#0#0,0#580#626#1864#2916,0#9#1#0#0,0#16#2#0#0,0#31#6#18#0,0#12#6#0#0,0#153#3#0#0,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,2724.json,NotBuggy,NotBuggy,
1416,8#8#3,0.7153182625770569#0.7616723775863647#0.6486284732818604,0.7274276038481918#0.6826751491667766#0.7686097098451606,2#2#0,1#1#0,3#3#0,2#2#1,3.12#6.24#1.89,1#1#0,2#2#1,32.0#32.0#19.0,111.1359634399414#111.1359634399414#130.57513427734375,0#0#0,1#1#2,0#0#0,0#1#7,0#8#3,0#16#12,0#31#93,0#8#102,0#110#77,0#0#0,0#0#0,0#0#0,4282.json,NotBuggy,NotBuggy,
5103,3#3#3#3#3,0.7656769156455994#0.7656769156455994#0.7656769156455994#0.7689597606658936#0.7689597606658936,0.765204995542396#0.765204995542396#0.765204995542396#0.785175226557116#0.785175226557116,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,3.77#3.77#3.77#3.77#3.77,0#0#0#0#0,0#0#0#0#0,17.0#17.0#17.0#17.0#17.0,131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344,0#0#0#0#0,1#1#1#1#1,0#0#0#0#0,0#787#787#2114#3165,0#3#0#0#0,0#6#0#0#0,0#0#0#3#0,0#0#0#0#0,0#74#19#0#0,0#0#0#0#0,0#0#1#0#0,0#0#1#0#0,1486.json,NotBuggy,NotBuggy,
5260,3#3#3#3#3,0.5239009857177734#0.5239009857177734#0.5239009857177734#0.5239009857177734#0.5239009857177734,0.9570260553979102#0.9570260553979102#0.9570260553979102#0.9570260553979102#0.9570260553979102,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.89#1.89#1.89#1.89#1.89,0#0#0#0#0,0#0#0#0#0,12.0#12.0#12.0#12.0#12.0,133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,0#994#2271#3033#3319,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,0#16#0#47#6,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,7966.json,NotBuggy,NotBuggy,
6002,28#31#34#31#31#31#33#33#5#5#5#5#3#3#3,3.440261061768979E-4#1.3188368757255375E-4#0.0#0.0#0.0#0.0#0.0#0.0#0.06775575876235962#0.036808550357818604#0.0348588302731514#0.0348588302731514#0.5802595019340515#0.5818421840667725#0.5797315835952759,3.425627092061389E-7#4.4484977921666496E-8#5.482624737605694E-9#1.8284062042432252E-11#3.420686156805E-13#9.13551704467262E-14#5.31385893287311E-15#1.836189205161451E-15#0.3767124795423788#0.4360035095643553#0.4358287591319206#0.4358287591319206#0.9449860295825312#0.9283134437586235#0.9542049105936137,7#8#9#10#11#11#12#12#0#0#0#0#0#0#0,7#8#9#10#11#11#12#12#0#0#0#0#0#0#0,14#16#18#20#22#22#24#24#0#0#0#0#0#0#0,9#10#11#12#13#13#14#14#1#1#1#1#1#1#1,2.9#2.82#2.75#2.84#2.85#2.85#2.81#2.81#1.96#1.96#1.96#1.96#3.77#3.77#1.89,2#2#2#7#10#10#11#11#0#0#0#0#0#0#0,11#12#13#14#15#15#16#16#2#2#2#2#1#1#1,168.0#184.0#200.0#222.0#241.0#244.0#261.0#264.0#34.0#33.0#33.0#33.0#14.0#14.0#14.0,79.68293762207031#77.25819396972656#75.02983856201172#75.68929290771484#74.97154235839844#74.82210540771484#73.17586517333984#73.06581115722656#118.6647720336914#118.90401458740234#118.90401458740234#118.90401458740234#132.79563903808594#132.79563903808594#132.79563903808594,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#1#1#1#1#0#0#0,0#138#186#200#402#1139#1469#1487#1871#1876#1880#3013#3033#3125#4065,0#3#3#7#4#1#2#1#3#1#1#0#1#3#0,0#3#3#17#8#2#2#2#35#2#2#0#4#6#0,0#96#106#122#97#23#93#17#1343#8#6#0#149#12#16,0#84#94#110#91#22#85#17#1206#8#6#0#156#0#0,0#2#6#8#51#5#2#2#25#2#43#0#4#11#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#1#1#0#0#0#0#0#0,0#0#0#0#0#0#0#1#1#1#0#0#0#0#0,317.json,NotBuggy,NotBuggy,
6426,3#3#3#3#3#3#3#3,0.08678509294986725#0.08678509294986725#0.2666958272457123#0.26156339049339294#0.24299290776252747#0.24299290776252747#0.24299290776252747#0.24299290776252747,0.5154458988730584#0.5154458988730584#0.5858032447748209#0.6226036668893561#0.6471153089531902#0.6471153089531902#0.6471153089531902#0.6471153089531902,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1,25.0#25.0#23.0#23.0#23.0#23.0#23.0#23.0,128.8092498779297#128.8092498779297#129.58164978027344#129.58164978027344#129.58164978027344#129.58164978027344#129.58164978027344#129.58164978027344,0#0#0#0#0#0#0#0,2#2#2#2#2#2#2#2,0#0#0#0#0#0#0#0,0#0#46#1323#2110#2111#3437#4485,0#0#1#1#1#0#0#0,0#0#2#2#2#0#0#0,0#0#42#14#6#0#0#0,0#0#40#4#6#0#0#0,0#8#208#389#499#74#0#6,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,7652.json,NotBuggy,NotBuggy,
5407,6#6#6#6#6#6#6#6#21#25#25,0.01875823736190796#0.017155379056930542#0.017155379056930542#0.017155379056930542#0.017155379056930542#0.017155379056930542#0.017155379056930542#0.017155379056930542#0.00420982763171196#1.459508202970028E-4#1.0972115705953911E-4,0.2602216808664719#0.2325618695260397#0.2325618695260397#0.2325618695260397#0.2325618695260397#0.2325618695260397#0.2325618695260397#0.2325618695260397#0.0010423516540035707#3.915440558876902E-8#2.5827628210567032E-8,2#2#2#2#2#2#2#2#8#8#8,2#2#2#2#2#2#2#2#9#9#9,4#4#4#4#4#4#4#4#17#17#17,2#2#2#2#2#2#2#2#7#8#8,2.75#2.75#2.75#2.75#2.75#2.75#2.75#2.75#6.61#5.94#5.94,1#1#1#1#1#1#1#1#5#5#5,4#4#4#4#4#4#4#4#11#13#14,41.0#41.0#41.0#41.0#41.0#41.0#41.0#41.0#115.0#169.0#172.0,114.5076675415039#114.5076675415039#114.5076675415039#114.5076675415039#114.5076675415039#114.5076675415039#114.5076675415039#114.5076675415039#86.77435302734375#81.26290130615234#81.19641876220703,0#0#0#0#0#0#0#0#0#0#0,2#2#2#2#2#2#2#2#2#2#2,0#0#0#0#0#0#0#0#1#2#2,0#164#1092#1092#2418#3466#4362#4592#4595#4812#4812,0#1#0#0#0#0#0#0#21#14#1,0#2#0#0#0#0#0#0#23#22#2,0#26#0#0#0#0#0#0#848#485#29,0#26#0#0#0#0#0#0#563#466#29,0#12#0#12#0#6#0#1#8#19#11,0#1#0#0#0#0#0#0#0#0#0,0#1#1#0#0#0#0#0#1#0#0,0#1#0#0#0#0#0#0#0#0#0,8701.json,Buggy,Buggy,Buggy
2675,3#3#3,0.2333320677280426#0.23423755168914795#0.23423755168914795,0.642358702114644#0.5032685404743228#0.5032685404743228,0#0#0,0#0#0,0#0#0,1#1#1,2.49#3.77#3.77,0#0#0,1#1#1,23.0#23.0#23.0,129.58164978027344#129.58164978027344#129.58164978027344,0#0#0,2#2#2,0#0#0,0#74#734,0#3#0,0#6#0,0#21#0,0#6#0,0#316#1,0#0#0,0#0#0,0#0#0,9588.json,NotBuggy,NotBuggy,
2744,6#6#7,0.7342574596405029#0.7342574596405029#0.7266721129417419,0.21908224319866598#0.21908224319866598#0.2598724314753138,3#3#3,2#2#2,5#5#5,2#2#2,10.99#10.99#10.22,0#0#1,3#3#3,38.0#38.0#39.0,114.67958068847656#114.67958068847656#112.04727172851562,0#0#0,1#1#1,0#0#0,0#803#845,0#0#2,0#0#3,0#0#6,0#0#8,0#0#11,0#0#0,0#0#1,0#0#1,6075.json,NotBuggy,NotBuggy,
892,3#3,0.09851162135601044#0.08486506342887878,0.5973066675463699#0.6223909651281768,0#0,0#0,0#0,1#1,1.89#1.89,0#0,1#1,23.0#23.0,129.4591827392578#129.4591827392578,0#0,2#2,0#0,0#0,0#1,0#2,0#10,0#10,0#235,0#0,0#0,0#0,7380.json,NotBuggy,NotBuggy,
2665,3#3#3,0.22589287161827087#0.22677816450595856#0.22677816450595856,0.6565946684189655#0.5202723498976034#0.5202723498976034,0#0#0,0#0#0,0#0#0,1#1#1,2.49#3.77#3.77,0#0#0,1#1#1,23.0#23.0#23.0,129.58164978027344#129.58164978027344#129.58164978027344,0#0#0,2#2#2,0#0#0,0#64#724,0#3#0,0#6#0,0#21#0,0#6#0,0#316#1,0#0#0,0#0#0,0#0#0,10078.json,NotBuggy,NotBuggy,
5604,3#3#3#3,0.9189691543579102#0.9138333797454834#0.9084052443504333#0.9084052443504333,0.9369752475540185#0.9348014676949558#0.8035438624184874#0.8035438624184874,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1.89#1.89#1.89#1.89,0#0#0#0,0#0#0#0,17.0#17.0#17.0#17.0,131.1535186767578#131.1535186767578#131.1535186767578#131.1535186767578,0#0#0#0,1#1#1#1,0#0#0#0,0#756#2615#3667,0#1#0#0,0#2#0#0,0#9#24#0,0#9#0#0,0#2#0#0,0#0#0#0,0#0#0#0,0#0#0#0,2940.json,NotBuggy,NotBuggy,
4686,13#13#12#12#12#12#12#12#12#11,0.007401520386338234#0.0073518939316272736#0.006576245184987783#0.006576245184987783#0.007042761892080307#0.007042761892080307#0.007136565633118153#0.007136565633118153#0.005673875566571951#0.004503475967794657,1.7831861171600967E-6#1.8078391354969126E-6#3.7579975900841538E-6#3.7579975900841538E-6#3.7907999293050604E-6#3.7907999293050604E-6#2.744190489867405E-6#2.744190489867405E-6#2.932888079198338E-6#7.0435397731215625E-6,1#1#1#1#1#1#1#1#1#1,1#1#1#1#1#1#1#1#1#1,2#2#2#2#2#2#2#2#2#2,2#2#2#2#2#2#2#2#2#2,2.89#2.89#2.98#2.98#5.66#5.66#5.66#5.66#2.98#3.09,1#1#1#1#1#1#1#1#1#1,17#17#16#16#16#16#16#16#17#16,116.0#116.0#108.0#108.0#108.0#108.0#109.0#109.0#111.0#105.0,95.44296264648438#95.44296264648438#97.1755599975586#97.1755599975586#97.1755599975586#97.1755599975586#97.09500122070312#97.09500122070312#96.96876525878906#98.73162841796875,0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1,3#3#3#3#3#3#3#3#3#2,0#366#556#557#1635#1697#2124#2749#4522#4553,0#2#0#2#11#0#1#0#1#0,0#4#1#4#22#0#2#0#2#1,0#2#119#32#17#0#3#0#100#37,0#2#35#32#6#0#3#0#19#33,0#28#10#11#17#0#1#0#32#31,0#0#0#0#0#0#0#0#1#0,0#1#0#0#0#0#1#0#1#1,0#1#0#0#0#0#1#0#1#1,646.json,Buggy,Buggy,Buggy
4346,4#4#4#4,0.04526495561003685#0.04526495561003685#0.04526495561003685#0.04526495561003685,0.30347485859078405#0.30347485859078405#0.30347485859078405#0.30347485859078405,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,4.0#4.0#4.0#4.0,0#0#0#0,2#2#2#2,30.0#30.0#30.0#30.0,123.10436248779297#123.10436248779297#123.10436248779297#123.10436248779297,0#0#0#0,2#2#2#2,0#0#0#0,0#78#1357#2404,0#0#0#0,0#0#0#0,0#0#0#0,0#0#0#0,0#0#0#6,0#0#0#0,0#0#0#0,0#0#0#0,8198.json,NotBuggy,NotBuggy,
2306,3#3#3,0.219203919172287#0.21441350877285004#0.21441350877285004,0.5690111184611556#0.5664048785684179#0.5664048785684179,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,1#1#1,25.0#25.0#25.0,129.0255889892578#129.0255889892578#129.0255889892578,0#0#0,2#2#2,0#0#0,0#90#365,0#1#0,0#2#0,0#5#0,0#5#0,0#109#0,0#0#0,0#0#0,0#0#0,6167.json,NotBuggy,NotBuggy,
1408,10#11#11#3#10#7#10#10#10,0.6553063988685608#0.782795786857605#0.9277046322822571#0.989712655544281#0.9156520366668701#0.4559915065765381#0.2512170374393463#0.2512170374393463#0.25518208742141724,0.5213844698237217#0.46415914031506#0.7446046402524664#0.9683494241060691#0.8021948499762513#0.7528805445536946#0.3157087450458902#0.3157087450458902#0.33040907043839035,1#1#1#0#1#1#2#2#2,1#1#1#0#1#1#2#2#2,2#2#2#0#2#2#4#4#4,3#3#3#1#3#2#3#3#3,3.53#6.68#6.49#2.0#3.45#3.02#2.53#2.53#2.53,2#2#2#0#2#1#1#1#1,2#2#1#0#1#3#2#2#2,47.0#47.0#44.0#12.0#44.0#35.0#49.0#49.0#49.0,104.93954467773438#103.39551544189453#103.7385025024414#133.59722900390625#105.28252410888672#113.00700378417969#104.72284698486328#104.72284698486328#104.72284698486328,0#0#1#1#0#0#0#0#0,0#0#0#0#0#0#0#0#0,1#1#1#0#1#0#1#1#1,0#1#7#8#11#13#20#891#1398,0#13#3#0#11#4#10#0#1,0#24#4#10#13#14#18#0#2,0#112#39#276#299#240#166#0#4,0#0#20#184#184#130#154#0#4,0#3#2#10#5#7#17#13#573,0#0#0#0#0#0#0#0#0,0#0#1#0#0#0#1#0#0,0#0#1#0#0#0#1#0#0,4432.json,NotBuggy,NotBuggy,
4853,3#3#3#3#3#3#3#3,0.8864670395851135#0.7320911884307861#0.7320911884307861#0.8913471698760986#0.8913471698760986#0.8913471698760986#0.890504777431488#0.890504777431488,0.7539364575152321#0.7250634131743889#0.7250634131743889#0.8128815585140938#0.8128815585140938#0.8128815585140938#0.8913625418472453#0.8913625418472453,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1,3.77#3.77#3.77#3.77#3.77#3.77#1.89#1.89,0#0#0#0#0#0#0#0,0#1#1#1#1#1#1#1,18.0#18.0#18.0#16.0#16.0#16.0#16.0#16.0,130.99049377441406#130.85629272460938#130.85629272460938#131.75106811523438#131.75106811523438#131.75106811523438#131.75106811523438#131.75106811523438,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1,0#0#0#0#0#0#0#0,0#368#587#694#1864#2916#3908#3987,0#1#0#1#0#0#1#0,0#2#0#2#0#0#2#0,0#12#0#9#0#0#22#0,0#12#0#9#0#0#6#0,0#3#0#7#0#0#69#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,2124.json,NotBuggy,NotBuggy,
2675,7#7#7#8,0.032906826585531235#0.032850027084350586#0.032850027084350586#0.0447961650788784,0.03801610353341081#0.034920325061872454#0.034920325061872454#0.07644185684231637,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,4.12#4.12#4.12#3.97,1#1#1#1,1#1#1#1,51.0#51.0#51.0#52.0,110.69306182861328#110.69306182861328#110.69306182861328#108.37181854248047,0#0#0#0,3#3#3#3,0#0#0#0,0#74#734#2085,0#1#0#1,0#2#0#1,0#6#0#70,0#6#0#18,0#316#1#20,0#0#0#0,0#0#0#1,0#0#0#1,10355.json,NotBuggy,NotBuggy,
892,4,0.038481589406728745,0.45329680714584186,0,0,0,1,2.0,0,2,31.0,123.13409423828125,0,2,0,0,0,0,0,0,0,0,0,0,6998.json,NotBuggy,NotBuggy,
1408,3#3#3#3#3,0.1067783385515213#0.09254109859466553#0.09181568026542664#0.2383728325366974#0.09181568026542664,0.4150705901310689#0.3021507236595606#0.4172975541468665#0.6200011246577286#0.4172975541468665,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.89#3.77#1.89#1.89#1.89,0#0#0#0#0,1#1#1#1#1,27.0#27.0#27.0#23.0#27.0,128.4090576171875#128.4090576171875#128.4090576171875#129.58164978027344#128.4090576171875,0#0#0#0#0,2#2#2#2#2,0#0#0#0#0,0#5#11#947#1398,0#3#3#1#1,0#6#3#2#2,0#31#16#12#12,0#15#0#12#12,0#33#170#181#197,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,4512.json,NotBuggy,NotBuggy,
2675,3#3#3,0.23995022475719452#0.25157514214515686#0.25157514214515686,0.6270020421941332#0.4875061304609832#0.4875061304609832,0#0#0,0#0#0,0#0#0,1#1#1,2.49#3.77#3.77,0#0#0,1#1#1,23.0#23.0#23.0,129.58164978027344#129.58164978027344#129.58164978027344,0#0#0,2#2#2,0#0#0,0#74#734,0#3#0,0#6#0,0#21#0,0#6#0,0#316#1,0#0#0,0#0#0,0#0#0,9655.json,NotBuggy,NotBuggy,
5626,4#3#3#3#3#3#3#3,0.5071456432342529#0.27396634221076965#0.2508978843688965#0.9156522750854492#0.9119350910186768#0.3070509433746338#0.3070509433746338#0.3070509433746338,0.6080718440385744#0.6653895683959807#0.657986108578331#0.618541113576617#0.6361140455690294#0.7393508396863806#0.7393508396863806#0.7393508396863806,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1,2.0#1.89#1.89#2.0#2.0#1.89#1.89#1.89,0#0#0#0#0#0#0#0,0#0#0#0#0#1#1#1,27.0#22.0#22.0#22.0#22.0#20.0#20.0#20.0,123.56243133544922#129.47398376464844#129.47398376464844#129.47398376464844#129.47398376464844#130.07347106933594#130.07347106933594#130.07347106933594,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1,1#0#0#0#0#0#0#0,0#19#347#1309#1310#1360#2637#3689,0#1#1#3#1#1#0#0,0#3#2#5#2#3#0#0,0#44#5#82#6#79#0#0,0#40#5#17#6#24#0#0,0#2#18#45#499#12#0#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,1745.json,NotBuggy,NotBuggy,
2675,3#5#5#5,0.0020266228821128607#0.0#0.0#0.0,0.2775755883160637#0.005641294727844528#0.005641294727844528#0.008456082133437591,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,4.99#3.92#3.92#3.92,0#0#0#0,0#1#1#1,29.0#58.0#58.0#55.0,127.61418151855469#115.31147003173828#115.31147003173828#115.53775024414062,1#0#0#0,6#6#6#6,0#1#1#1,0#457#734#1155,0#3#0#1,0#4#0#2,0#173#0#4,0#165#0#4,0#117#1#196,0#0#0#0,0#0#0#1,0#0#0#1,10345.json,NotBuggy,NotBuggy,
6124,6#6#6,0.6271865367889404#0.6329010128974915#0.6329010128974915,0.3801331786695481#0.4170017119011374#0.4170017119011374,0#0#0,0#0#0,0#0#0,1#1#1,0.94#1.89#1.89,0#0#0,3#3#3,37.0#37.0#37.0,115.35547637939453#115.35547637939453#115.35547637939453,0#0#0,1#1#1,2#2#2,0#3135#4187,0#0#0,0#0#0,0#8#0,0#0#0,0#0#0,0#0#0,0#0#0,0#0#0,2586.json,NotBuggy,NotBuggy,
4131,3#3#3,0.06425689160823822#0.06425689160823822#0.06425689160823822,0.9073894627997398#0.9073894627997398#0.9073894627997398,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,0#0#0,12.0#12.0#12.0,133.59722900390625#133.59722900390625#133.59722900390625,0#0#0,0#0#0,0#0#0,0#1142#2194,0#0#0,0#0#0,0#0#0,0#0#0,0#0#0,0#0#0,0#0#0,0#0#0,610.json,NotBuggy,NotBuggy,
1399,3#3#3#3,0.10760796070098877#0.10760796070098877#0.2583211660385132#0.1067783385515213,0.3322218051872911#0.3322218051872911#0.6411892235434098#0.44328134178444045,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,3.77#3.77#1.89#1.89,0#0#0#0,1#1#1#1,27.0#27.0#23.0#27.0,128.4090576171875#128.4090576171875#129.58164978027344#128.4090576171875,0#0#0#0,2#2#2#2,0#0#0#0,0#2#938#1389,0#3#1#1,0#3#2#2,0#0#28#12,0#0#12#12,0#170#181#197,0#0#0#0,0#0#0#0,0#0#0#0,3968.json,NotBuggy,NotBuggy,
1940,4#4,0.28816720843315125#0.28816720843315125,0.4294120982785337#0.4294120982785337,0#0,0#0,0#0,1#1,4.9#4.9,0#0,5#5,29.0#29.0,123.19084167480469#123.19084167480469,0#0,0#0,0#0,0#3,0#0,0#0,0#0,0#0,0#0,0#0,0#0,0#0,2949.json,NotBuggy,NotBuggy,
1081,3,0.86045241355896,0.9688841070136823,0,0,0,1,1.89,0,0,12.0,133.59722900390625,0,0,0,0,0,0,0,0,0,0,0,0,1810.json,NotBuggy,NotBuggy,
915,6#5#5#5,0.30036112666130066#0.7614177465438843#0.7614177465438843#0.7603225708007812,0.016227032544572147#0.029346232942430373#0.029346232942430373#0.030154166521787637,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1.89#1.89#1.89#1.89,0#0#0#0,4#4#4#4,55.0#55.0#55.0#55.0,112.7406005859375#115.63973236083984#115.63973236083984#115.63973236083984,0#0#0#0,2#2#2#2,2#2#2#2,0#0#23#367,0#6#0#1,0#10#0#2,0#181#0#5,0#111#0#5,0#13#139#8,0#0#0#0,0#0#0#1,0#0#0#1,6784.json,NotBuggy,NotBuggy,
733,3,0.7805787324905396,0.9014997810101294,0,0,0,1,1.89,0,0,13.0,132.9956512451172,0,0,0,0,0,0,0,0,0,0,0,0,7494.json,NotBuggy,NotBuggy,
